Container, 0, 0, 0, 0.604415, 0.604415, 0
Container, 0, MPI, 0, 0.604415, 0.604415, rank-8
State, rank-8, MPI_STATE, 0.000000, 0.000000, 0.000000, 0.000000, PMPI_Init
State, rank-8, MPI_STATE, 0.000000, 0.362649, 0.362649, 0.000000, PMPI_Allreduce
State, rank-8, MPI_STATE, 0.362649, 0.604415, 0.241766, 0.000000, PMPI_Finalize
Container, 0, MPI, 0, 0.604415, 0.604415, rank-7
State, rank-7, MPI_STATE, 0.000000, 0.000000, 0.000000, 0.000000, PMPI_Init
State, rank-7, MPI_STATE, 0.000000, 0.483532, 0.483532, 0.000000, PMPI_Allreduce
State, rank-7, MPI_STATE, 0.483532, 0.604415, 0.120883, 0.000000, PMPI_Finalize
Container, 0, MPI, 0, 0.604415, 0.604415, rank-6
State, rank-6, MPI_STATE, 0.000000, 0.000000, 0.000000, 0.000000, PMPI_Init
State, rank-6, MPI_STATE, 0.000000, 0.423091, 0.423091, 0.000000, PMPI_Allreduce
State, rank-6, MPI_STATE, 0.423091, 0.604415, 0.181324, 0.000000, PMPI_Finalize
Container, 0, MPI, 0, 0.604415, 0.604415, rank-5
State, rank-5, MPI_STATE, 0.000000, 0.000000, 0.000000, 0.000000, PMPI_Init
State, rank-5, MPI_STATE, 0.000000, 0.362649, 0.362649, 0.000000, PMPI_Allreduce
State, rank-5, MPI_STATE, 0.362649, 0.604415, 0.241766, 0.000000, PMPI_Finalize
Container, 0, MPI, 0, 0.604415, 0.604415, rank-4
State, rank-4, MPI_STATE, 0.000000, 0.000000, 0.000000, 0.000000, PMPI_Init
State, rank-4, MPI_STATE, 0.000000, 0.302208, 0.302208, 0.000000, PMPI_Allreduce
State, rank-4, MPI_STATE, 0.302208, 0.604415, 0.302207, 0.000000, PMPI_Finalize
Container, 0, MPI, 0, 0.604415, 0.604415, rank-3
State, rank-3, MPI_STATE, 0.000000, 0.000000, 0.000000, 0.000000, PMPI_Init
State, rank-3, MPI_STATE, 0.000000, 0.423091, 0.423091, 0.000000, PMPI_Allreduce
